Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Physical exercise,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,is_healthy,Name of Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout
29.86,Female,121.61,2,178.59,160.18,59.99,1.23,1327.29,Strength,29.91899932,3.3,4.03,1.99,30.4,3,-0.02,240.64,96.43,64.31,3175,Up Sandwich,Snack,Low-Carb,39.8,2350.13,151.77,286.71,Roasted,42.05,26.66,4.6,0.01,Shoulder Press,5,21.03,Strengthens shoulders,349.47,"Core, Shoulders, Legs",Wall,Beginner,Forearms,Lats,Barbell rows
21.97,Female,61.72,1.84,160.93,140.4,64.84,0.51,506.28,Strength,21.01251737,2.29,2.99,1.03,18.23,2.98,0,211.21,85.52,55.89,1853,Activity Rice,Lunch,Keto,17.25,65.15,36.93,485.63,Roasted,55.45,19.42,4.4,0,Box Jumps,4,20.13,Improves shoulder mobility and posture,355.64,Quadriceps,Parallel Bars or Chair,Advanced,Shoulders,Grip Strength,Plank
53.06,Male,53.56,1.74,172.66,156.27,54,1.36,1792.21,HIIT,22.37363721,1.82,2.98,1.98,17.69,4.02,0.02,288.36,115.55,76.84,1678,Arm Pasta,Snack,Low-Carb,35.3,1075.15,229.6,362.8,Raw,32.52,82.81,1.6,0,Dead Bugs,4.99,20.04,Improves hip power and cardiovascular fitness,357.62,"Shoulders, Upper Back",Parallel Bars or Chair,Beginner,Forearms,Quads,Bent-over rows
20.68,Male,76.27,1.65,179.68,154,61.64,1.14,820.12,Yoga,28.7251677,1.71,3.02,1.99,28.01,3.99,0.03,269.19,108.19,72.57,1909,Them Sandwich,Lunch,Low-Carb,12.6,1300.84,5.27,411.96,Fried,35.97,19.24,2.69,0,Bulgarian Split Squats,3.99,16,Targets upper chest,350.36,"Chest, Triceps",Low Bar or TRX,Intermediate,Chest,Middle,Barbell curls
50.95,Male,70.78,1.55,177.97,139.02,53.74,1.39,916.57,Yoga,29.07537219,1.61,2.98,1,29.46,3.01,0,180.4,71.4,48.59,2002,Arrive Salad,Dinner,Vegetarian,10.12,1614.61,135.97,127.3,Baked,44.92,30.74,3.36,0,Thrusters,3.99,20.03,Targets lower abs,336.56,"Quadriceps, Glutes",Cable Machine,Beginner,Arms,Triceps,Hammer curls
30.94,Male,58.31,1.73,190.77,130.67,70.14,1.17,1264.65,Strength,21.73540913,1.82,3,2.01,19.48,2.99,0.01,310.27,123.68,82.54,1562,Member Curry,Dinner,Low-Carb,42.53,925.01,227.93,329.62,Raw,39.42,83.56,2.68,0.01,Prone Cobras,4.99,18.96,Improves lower back strength,368.01,Shoulders,Low Bar or TRX,Advanced,Legs,Posterior,Plank
47.1,Female,66.56,1.75,198.64,145.99,55.92,1.13,1082.09,Cardio,19.51758868,2.5,3,1.97,21.73,4.01,-0.01,235.21,94.41,63.09,1671,Floor Salad,Lunch,Balanced,27.21,2478.53,123.89,310.51,Raw,46.77,50.76,3.77,0,Lat Pulldowns,3.01,14.99,Targets abdominal muscles,199.96,Full Core,Pull-up Bar,Advanced,Shoulders,Grip Strength,Incline dumbbell flyes
21.29,Male,55.99,1.54,163.28,160.36,52.99,1.38,1324.8,Cardio,26.82965792,1.73,4,2,23.61,2,0.01,273.15,108.59,72.55,1496,Price Rice,Breakfast,Paleo,14.82,185.25,28.04,183.6,Steamed,43.8,66.46,3.08,-0.01,Scissors Kicks,5,21.02,Isolates and strengthens triceps,361.2,"Back, Hamstrings, Glutes",Cable Machine,Beginner,Legs,Middle,Barbell rows
43.65,Female,76.94,1.79,197.89,165.27,52.9,1.42,1719.76,HIIT,26.81245315,2.21,3,1.01,24.01,2,0.04,209.2,83.68,55.93,2158,Her Stew,Dinner,Balanced,28.73,1751.22,139.28,486.66,Grilled,53.82,109.75,4.23,0,Mountain Climbers,5,18.01,Targets upper chest,360.56,"Back, Core, Shoulders",Wall,Advanced,Chest,Wrist Flexors,Standing calf raises
45.01,Male,88.4,1.78,197.71,167,67.05,1.53,1788.72,Strength,25.38695976,3.49,3.99,2.99,27.9,3,-0.01,171.93,68.92,46.54,2515,Effect Wrap,Snack,Balanced,4.92,1735.47,111.58,286.72,Boiled,52.44,120.4,3.81,0,Deadlifts,4.98,16.94,Improves flexibility,357.49,"Core, Lower Back",Box or Platform,Beginner,Shoulders,Posterior,Chest flyes
46.1,Male,48.24,1.72,171.21,146.76,56.9,1.42,1407.08,Strength,22.04456878,1.99,3.01,1.01,16.31,2.99,0.03,238.02,95.07,64.07,1468,Hot Stew,Lunch,Low-Carb,37.18,1640.15,286.14,180.9,Baked,55.72,106.37,1.88,0,Deadlift,5.01,23.88,Improves coordination and cardiovascular health,326.1,"Glutes, Hamstrings",Parallel Bars or Chair,Intermediate,Arms,Lower Chest,Dumbbell flyes
45.06,Male,50.56,1.65,170.08,136.18,49.96,1.45,959.61,Yoga,18.77256979,2.3,2,1.03,18.57,3,-0.02,229.77,93.57,62.6,1436,Just Curry,Dinner,Balanced,10.95,1430.08,246.67,152.2,Boiled,39.04,30.84,4.57,1.01,Tricep Extensions,4,23,Targets lower chest,337.57,"Quadriceps, Glutes",Dumbbells,Advanced,Back,Middle,Dumbbell curls
35.83,Female,56.63,1.95,183.21,127.84,63.83,1.09,1046.4,Cardio,20.97598288,3.41,3.99,2,14.89,3,0.01,286.19,114.09,75.78,1600,Just Curry,Breakfast,Paleo,47.74,775.01,3.78,477.97,Boiled,44.75,99.75,2.22,-0.01,Tricep Dips,5,24.05,Improves balance and leg strength,343.73,Quadriceps,Resistance Band or Cable Machine,Advanced,Chest,Lats,Decline cable crossovers
23.23,Male,61.06,1.62,192.93,167.86,69.11,1.59,1657.42,Cardio,24.10277126,2.71,5.01,3.03,23.27,3,-0.02,219.81,88.12,58.33,1901,Central Stew,Snack,Vegan,43.62,502.09,170.35,337.28,Roasted,42.81,55.9,2.6,0,Glute Bridges,5,22.98,Builds calf muscles,351.34,"Legs, Core",Pull-up Bar,Advanced,Chest,Grip Strength,Barbell squats
37.85,Male,77.15,1.58,198.82,130.24,53.27,0.74,733.93,Strength,30.0957617,2.3,2.02,1.02,30.9,4,0,205.01,82.57,54.84,2049,Reach Soup,Breakfast,Balanced,7.63,1850.4,278.35,194.16,Baked,28.81,13.59,1.04,-0.01,Bird Dogs,4.99,24.02,Builds unilateral leg strength,350.64,"Full Body, Core, Shoulders",Low Bar or TRX,Advanced,Chest,Triceps,Plate pinch
30.63,Male,48.02,1.65,162.69,165.96,59.88,1.1,1331,HIIT,25.08063272,2.49,1.99,1,17.64,4,0.03,244.42,97.39,64.56,1412,Become Sandwich,Lunch,Keto,2.18,1949.15,298.74,353.01,Boiled,15.13,108.57,1.15,0,Pull-ups,3.99,15.01,Builds lower body power,334.32,Quadriceps,Parallel Bars or Chair,Intermediate,Chest,Triceps,Face pulls
19.94,Female,119.51,1.73,186.15,153.09,66.9,1.01,1091.71,Strength,35,3.39,3.02,2.01,39.93,3,0,329.12,132.67,87.49,3050,Series Wrap,Breakfast,Paleo,45.69,945.29,125.27,135.95,Raw,57.58,30.4,1.35,0,Dead Bugs,5,20.01,Builds explosive upper body power,356.76,"Lower Back, Glutes",Bench or Step,Advanced,Shoulders,Grip Strength,Towel pull-up
40.12,Male,51.88,1.82,161.12,160.27,71.19,0.9,1089.99,HIIT,18.68025038,2.99,2.99,1.01,15.66,4,0.01,225.04,88.29,59.38,1462,Develop Sandwich,Snack,Vegan,3.42,113.71,92.48,142.22,Boiled,53.79,11.11,2.58,-0.01,Leg Raises,4.99,21.92,Isolates and strengthens triceps,347.83,"Biceps, Forearms",Parallel Bars or Chair,Intermediate,Chest,Wrist Flexors,Skull crushers
24.35,Female,58.63,1.5,198.67,132.09,59.68,1.24,1189.41,Cardio,27.06508421,2,3.02,1.99,26.06,3.98,3.01,349.2,140.21,93.61,1652,Wall Salad,Breakfast,Keto,38.27,271.34,64.78,383.24,Steamed,42.16,75.44,4.61,-0.01,Dragon Flags,5.01,24.04,Targets lower chest,367.49,"Triceps, Chest",None or Dumbbells,Intermediate,Arms,Wrist Extensors,Donkey kicks
40.78,Male,100.65,1.83,160.03,161.89,66.01,0.79,782.81,Strength,27.22928879,3.19,2.02,1.01,30.05,2.98,2.01,285.52,113.62,76.37,2652,Professional Wrap,Snack,Balanced,37.14,378.31,209.08,173.54,Raw,13.14,76,4.76,0,Push-ups,4.01,23.01,Isolates and strengthens triceps,346.41,"Upper Chest, Triceps",None or Dumbbell,Intermediate,Legs,Triceps,Pull-ups
53.84,Female,117.51,1.62,171.97,143.06,56.06,1.04,747.55,Yoga,35,2.32,4,1.98,44.78,2.99,-0.03,249.44,101.44,67.1,3020,Party Pasta,Breakfast,Vegan,31.81,1308.38,34.44,234.89,Grilled,54.08,37.29,4.37,0,Prone Cobras,4.99,19.1,Full body workout,356.45,"Legs, Shoulders, Core",Cable Machine or Resistance Band,Intermediate,Arms,Lateral,Leg press
42.08,Male,64.61,1.71,172.7,168.66,61.68,1.44,1380.1,Cardio,27.25187564,1.8,3,1.98,22.1,2.01,-0.02,298.04,119.58,79.44,1682,Set Soup,Breakfast,Vegan,31.55,1149.02,38.56,213.35,Baked,55.07,49.48,4.78,0,Deadlifts,2.99,10.02,Isolates and strengthens triceps,268.5,"Glutes, Hamstrings, Core",None or Dumbbell,Advanced,Back,Quads,Cable crossovers
24.74,Male,74.48,1.71,162.12,157.33,63.95,1.43,1887.6,HIIT,29.40775801,1.61,2.99,2,25.47,2.99,0.01,174.85,70.09,46.89,1905,Inside Pasta,Breakfast,Low-Carb,11.01,2011.75,50.51,184.72,Steamed,29.07,82.19,4.86,0,Tricep Dips,4,17.03,Improves balance and coordination,344.93,"Back, Biceps",Box or Platform,Intermediate,Arms,Grip Strength,Bent-over lateral raises
43.4,Female,56.93,1.79,175.04,165.59,61.79,1.98,2060.78,Cardio,16.80985825,2.7,4.02,3.01,17.77,1.98,0.03,257.4,103.39,69.06,1619,Land Salad,Snack,Vegan,11.86,1831.12,99.66,385.74,Roasted,10.92,86.28,2.86,1,Frog Jumps,3.99,21.08,Improves balance and leg strength,341.56,"Legs, Shoulders, Core",Dumbbells,Advanced,Shoulders,Grip Strength,Cable crossovers
54.43,Male,116.62,2,183.93,123.42,65.01,1.13,1114.63,Strength,29.63962721,3.11,3,1,29.16,3,-0.05,308.85,123.41,82.22,3001,Top Wrap,Dinner,Paleo,1.34,2382.08,107.99,465.42,Roasted,20.98,57.38,1.51,0,Squats,5.02,19.06,Improves core stability,364.1,"Glutes, Hamstrings",Box or Platform,Intermediate,Legs,Upper,Dumbbell rows
21.24,Male,50.11,1.52,171.13,153.58,67,1.08,1068.23,Strength,19.59257897,2.61,2.99,1,21.69,4,0.01,213.13,85.77,56.98,1341,Follow Sandwich,Breakfast,Paleo,20.04,566.65,163.65,294.47,Steamed,41.69,40.5,3.51,-0.01,Dead Bugs,5.02,24.02,Improves flexibility,337.58,"Chest, Triceps",Bench or Step,Beginner,Abs,Triceps,Standing calf raises
18.94,Male,74.24,1.77,197.83,137.46,63.72,1.29,1698.54,HIIT,25.65702536,2.6,2.99,1.97,23.7,3.01,2.98,341.82,136.73,90.52,2174,Large Salad,Dinner,Balanced,43.39,2119.78,23.45,414.86,Grilled,45.3,19.06,3.87,0.01,Pistol Squats,4,19.11,Builds explosive power,339.71,"Shoulders, Triceps",Resistance Band,Beginner,Back,Wrist Flexors,Incline dumbbell press
33.99,Female,115.84,1.81,180.97,166.66,66.63,1.35,1637.96,HIIT,35,2.2,2.02,1.03,35.36,3,0.02,231.15,92.17,62.15,2956,Nothing Sandwich,Lunch,Vegan,34.84,2474.3,5.81,125.07,Steamed,5.46,77.12,1.78,0,Step-ups,4,23.01,Isolates and strengthens triceps,347.12,"Quadriceps, Calves, Glutes",Bench or Step,Beginner,Forearms,Lower,Triceps pushdowns
39.98,Male,63.28,1.53,196.87,142.93,73.14,1.92,2743.49,HIIT,26.26411804,2.7,5.01,2.99,27.03,3.99,3,366.26,146.06,97.37,2016,Black Curry,Breakfast,Low-Carb,28.17,2358.19,217.03,298.49,Baked,22.83,59.63,4.23,0,Lat Pulldowns,5.02,23,Strengthens lower abs and hip flexors,357.82,"Back, Core, Shoulders",Kettlebell,Beginner,Chest,Triceps,Romanian deadlifts
49.34,Male,69.68,1.62,191.1,121.69,61.69,1.13,1490.36,HIIT,29.17995251,1.92,3.99,1.99,26.55,2,-0.01,204.51,81.95,54.36,2084,Enough Soup,Breakfast,Balanced,40.99,533.31,234.27,195.03,Steamed,57.85,12.83,4.45,0,Calf Raises,3.98,22.09,Advanced core exercise,338.81,"Rear Deltoids, Upper Back",Barbell,Intermediate,Legs,Lower Chest,Crunches
32.95,Male,55.66,1.54,165.18,155.26,63.14,1.07,945.02,Cardio,26.85688168,1.51,2.98,1.04,23.47,3.01,0.02,303.81,122.53,81.11,1497,Require Sandwich,Snack,Balanced,3.82,376.83,153.38,194.97,Roasted,57.74,89.7,1.33,1.01,Bicep Curls,5,18,Improves lower back strength,329.11,"Shoulders, Triceps",Resistance Band,Advanced,Chest,Middle,Donkey kicks
21.23,Female,61.15,1.57,190.99,152.21,64.29,1.94,2017.6,Cardio,27.48756312,2.74,3.99,3,24.81,3.01,-0.01,245.8,98.27,65.87,1691,Clearly Curry,Dinner,Vegan,4.02,1931.57,217.72,197.78,Boiled,54.88,10.11,1.22,0,Deadlifts,5.01,23.97,Improves flexibility,336.98,"Triceps, Chest",Pull-up Bar,Advanced,Arms,Quads,Seated cable rows
50.04,Female,57.4,1.58,199.14,119.8,49.87,1.93,2259.84,Strength,17.47660347,2.69,5,3.01,22.99,2.02,1.01,184.89,73.82,49.73,1630,Middle Soup,Dinner,Paleo,10.69,717.35,118.43,109.26,Raw,22.1,67.21,3.52,-0.01,Frog Jumps,5,18.87,Targets abdominal muscles,356.4,"Rear Deltoids, Upper Back",Step or Box,Intermediate,Arms,Wrist Extensors,Bicep Curls
39.05,Male,93.7,1.7,190.78,154.89,49.93,1.1,792.66,Yoga,33.34206055,2.5,4,2.01,32.42,2.98,0.01,202.29,81.13,54.06,2498,Seven Curry,Breakfast,Balanced,9.61,111.25,3.39,314.82,Roasted,26.73,104.22,4.91,0,Push-ups,4.01,16.86,Improves balance and leg strength,350.66,"Lower Chest, Triceps",None or Dumbbells,Advanced,Forearms,Wrist Flexors,Decline dumbbell press
44.84,Female,88.93,1.81,178.2,152.81,69.93,1.7,2432.87,HIIT,27.34824213,3.49,4.99,3.01,27.15,3.97,0.01,283.78,113.09,76.13,2469,Campaign Soup,Snack,Keto,21.23,201.68,120.4,460.31,Raw,30.16,36.26,3.12,0.01,Zottman Curls,3.99,14.9,Enhances full-body coordination and stability,354.32,"Glutes, Hamstrings, Core",Low Bar or TRX,Advanced,Forearms,Lower Chest,Triceps dips
35.08,Male,85.76,1.85,185.05,134.83,55,1.78,2539.53,HIIT,25.14033183,3.5,5.01,2.97,25.06,3.01,0,164.32,66.67,44.26,2310,Land Salad,Breakfast,Keto,24.84,1036.4,70.2,235.42,Baked,52.18,30.05,1.51,0,Resistance Band Pull-Aparts,3.98,23.15,Improves coordination and cardiovascular health,355.11,"Core, Lower Back",Resistance Band,Intermediate,Back,Middle,Bird dog
18.25,Female,119.53,1.64,187.91,133.95,66.76,0.93,818.4,Cardio,35,2.7,3,1,44.44,4.02,-0.03,203.33,81.47,54.15,2859,Bill Stew,Breakfast,Vegan,36.47,1860.95,199.84,245.44,Steamed,9.68,28.16,3.02,0.01,Kettlebell Swings,4.99,24.92,Isolates triceps,377.14,"Legs, Core",Bench or Sturdy Surface,Advanced,Abs,Wrist Extensors,Concentration curls
25.49,Male,64.67,1.71,179.14,166.9,60.68,1.12,1356.43,HIIT,21.69131245,1.79,3.01,1.01,22.12,3.02,-0.03,209.35,83.53,55.86,1867,Way Pasta,Breakfast,Keto,7.15,1437.27,107.61,208.87,Baked,56.41,72.13,3.18,0,Tricep Dips,5.01,15.04,Targets lower abs,340.61,"Core, Obliques",None or Dumbbell,Beginner,Abs,Middle,Crunches
53.72,Male,68.92,1.52,180.47,139.35,64.97,0.76,502.06,Yoga,29.03316724,2.09,1.99,1.01,29.83,2.99,2.99,408.4,162.22,108.59,1954,Staff Sandwich,Dinner,Paleo,41.57,143.41,118.04,417.02,Fried,5.09,105.18,4.08,0,Lateral Raises,4.97,21.01,Builds back strength,344.99,"Glutes, Hamstrings",Bench or Sturdy Surface,Beginner,Arms,Grip Strength,Lateral raises
34.19,Female,75.49,1.94,180.78,141,72.22,1.18,1132.8,Cardio,22.13509167,2.43,4,2,20.06,3,3.97,404.57,161.14,107.66,2044,Rest Rice,Dinner,Vegetarian,37.7,2295.34,183.42,293.38,Raw,45.76,119.84,1.49,0,Bicep Curls,4,24.96,Improves core stability and upper body strength,348.23,"Legs, Core",Cable Machine or Resistance Band,Intermediate,Chest,Wrist Extensors,Barbell squats
22.62,Male,60.74,1.62,192.75,167.81,69.11,1.59,1652.33,Cardio,22.20373333,2.7,4.98,2.99,23.14,2.99,-0.01,219.45,88.36,58.77,1726,Year Sandwich,Lunch,Low-Carb,43.64,529.31,170.18,336.16,Fried,43.57,55.06,2.58,-0.02,Wall Angels,4.99,22.96,Targets lower abs,351.13,"Glutes, Hamstrings",Kettlebell,Beginner,Chest,Triceps,Cable crossovers
55.84,Male,82.96,1.87,187.09,124.22,73.85,1.51,1765.34,Strength,25.4834952,3.5,4.96,2.99,23.72,2.98,0,245.88,98.89,66.49,2264,Democratic Sandwich,Breakfast,Keto,21.11,919.1,273.09,290.17,Steamed,15.82,41.64,3.5,0,Prone Cobras,4.02,24.02,Improves hip power and cardiovascular fitness,347.52,"Upper Chest, Triceps",Resistance Band,Advanced,Forearms,Wrist Extensors,Preacher curls
29.94,Male,120.08,1.96,171.22,136.22,65.13,0.67,662.7,Strength,32.3489258,2.58,2.01,1,31.26,2.99,-0.02,226.13,90.46,60.15,3031,Sure Sandwich,Breakfast,Paleo,2.61,298.53,205.13,245.56,Boiled,46.87,86.31,2.81,0.01,Tricep Extensions,4.01,24.02,Targets upper chest,351.31,"Core, Obliques",Dumbbells or Barbell,Intermediate,Forearms,Middle,Incline dumbbell flyes
28.9,Male,121.38,1.78,197.37,168.12,65.21,0.79,695.83,Cardio,35,3.4,2.01,1.01,38.31,2,0.02,213.63,85.65,56.97,3207,Whole Stew,Lunch,Paleo,21.63,1050.49,33.43,232.62,Steamed,58.83,16.91,3,-0.01,Resistance Band Pull-Aparts,3.02,14.98,Targets lower abs,144.13,"Back, Biceps",Resistance Band or Cable Machine,Advanced,Abs,Wrist Extensors,Bicycle crunches
57.78,Female,51.34,1.79,173.09,168.97,51.82,1.12,740.54,Yoga,20.35064667,3,3,1.02,16.02,3.03,-0.01,217.86,87.69,58.3,1444,Strong Sandwich,Breakfast,Vegan,15.08,1055.17,232.29,221.71,Boiled,14.05,15.99,1.98,1,Zottman Curls,4,22.99,Targets lower chest,334.45,"Triceps, Chest",Parallel Bars or Chair,Intermediate,Arms,Wrist Extensors,Standing calf raises
41.9,Male,57,1.57,166.9,122.26,51.86,1.83,2144.39,Strength,24.33785893,2.68,3.98,3.02,23.12,3,-0.03,296.2,118.62,78.79,1727,Nearly Wrap,Dinner,Keto,39.21,219.95,140.67,363.85,Boiled,25.16,63.78,1.49,0,Deadlifts,5.02,16.09,Builds lower body power,331.05,"Obliques, Core",Step or Box,Intermediate,Chest,Lower Chest,Decline dumbbell flyes
36.95,Male,48.75,1.73,193.33,138.3,51.85,1.11,1064.71,Cardio,20.1393427,2.58,3.03,1.99,16.29,1.99,0.03,296.13,118.15,79.41,1327,Ahead Soup,Lunch,Vegan,-0.2,1427.81,146.79,172.48,Grilled,19.02,85.42,3.98,1,Tricep Extensions,4.99,15.92,Improves flexibility,360.62,"Glutes, Hamstrings, Core",Resistance Band,Beginner,Legs,Wrist Flexors,Preacher curls
53.32,Female,125.11,1.91,171.13,137.25,70.13,0.53,465.98,Cardio,32.86727519,3.11,1.99,1,34.29,1.99,0.01,176.88,70.67,46.87,3356,Head Stew,Breakfast,Balanced,49.21,2230.06,227.88,196.6,Raw,17.76,109.06,2.19,0.01,Pull-ups,4.99,25.09,Isolates and strengthens triceps,378.6,"Chest, Triceps",Dumbbells or Barbell,Beginner,Forearms,Anterior,Lateral raises
22.39,Female,58.54,1.72,173.45,128.53,62.95,1,960,Cardio,21.93821829,1.6,3,2,19.79,4.01,-0.02,166.53,66.5,44.22,1635,Property Pasta,Breakfast,Vegetarian,8.06,1132.26,94.12,124.78,Fried,56.91,79.19,1.18,1,Leg Press,4.02,23.07,Activates and strengthens glutes,333.51,"Lower Back, Glutes",Dumbbells,Intermediate,Forearms,Upper,Leg curls
25.18,Female,50.44,1.98,164.8,121.68,67.8,1.14,1231.2,Strength,14.00118128,2.11,3.02,2,12.87,4.01,4.02,408.1,163.26,108.67,1654,Science Wrap,Dinner,Vegetarian,42.22,2054.95,219.46,457.28,Baked,43.19,58.76,3.69,0,Burpees,3.99,20.06,Advanced core exercise,339.82,"Quadriceps, Glutes",Resistance Band or Cable Machine,Beginner,Arms,Posterior,Barbell curls
55.91,Female,47.44,1.87,164.93,156.21,50.86,0.69,833.38,HIIT,20.24795761,3.29,3.02,1,13.57,2.99,0.05,219.37,87.73,58.57,1443,Enjoy Salad,Snack,Low-Carb,23.84,1413.72,248.98,398.98,Grilled,56.58,57.48,3.16,-0.01,Deadlifts,4.01,20.05,Builds back strength,335.95,"Chest, Triceps, Shoulders",Bench or Chair,Intermediate,Chest,Posterior,Incline cable crossovers
41.12,Male,73.93,1.61,159.82,135.83,50.94,1.06,1400.37,HIIT,28.59995147,3.51,4,2.01,28.52,3,0.96,257.63,103.38,68.9,1990,Bar Curry,Lunch,Paleo,38.19,1315.35,251.14,182.66,Steamed,50.49,65.56,1.45,0,Turkish Get-ups,4.01,21.86,Improves back strength and posture,365.47,Calves,None or Dumbbell,Intermediate,Abs,Quads,Leg curls
57.84,Male,46.5,1.67,186.6,129.04,70.08,1.28,1381.25,Strength,20.33571198,1.78,4.01,1.99,16.67,1.99,3.99,412.43,165.59,110.81,1471,Movement Rice,Breakfast,Low-Carb,5.05,589.67,128.81,295.74,Fried,20.61,94.38,0.94,0,Leg Press,3.97,14.93,Builds unilateral leg strength and balance,362.11,Full Core,Barbell,Intermediate,Legs,Quads,Plate pinch
32.01,Male,62.36,1.63,189.99,161.33,57.92,1.67,1735.46,Cardio,25.60965912,2.69,5.03,2.99,23.47,3.01,0,217.72,86.93,58.15,1859,Expert Curry,Dinner,Balanced,35.93,1451.3,163.06,318.37,Roasted,4.41,45.3,3.02,0.01,Prone Cobras,4.01,18.97,Strengthens lower abs,329.8,"Lower Abs, Hip Flexors",None or Dumbbells,Advanced,Legs,Wrist Flexors,Bicycle crunches
42.69,Female,73,1.8,162.46,165.65,50.09,0.79,521.4,Yoga,27.48045964,2.12,3.03,1,22.53,3.01,0,304.75,122.64,81.47,1879,Attorney Rice,Snack,Low-Carb,23.23,1986.87,66.02,288.77,Grilled,34.66,59.63,5.02,0,Step-ups,5.01,16.03,Builds back strength,360.37,"Biceps, Forearms",Bench or Sturdy Surface,Intermediate,Arms,Posterior,Bird dog
33.11,Male,40.57,1.62,180.79,146.87,66,1.07,1026.34,Cardio,16.98156019,1.5,3.99,1.99,15.46,2.99,0.01,282.75,112.5,74.5,1225,Later Stew,Dinner,Keto,45.99,2483.42,26.34,264.08,Fried,21.12,56.31,2.82,0,Pistol Squats,5.01,22.94,Improves cardiovascular fitness,352.39,"Quadriceps, Calves, Glutes","Bench, Barbell",Beginner,Back,Posterior,Close-grip bench press
30.06,Male,61.54,1.52,178.3,137.98,70.94,1.78,2082.6,Strength,28.01217162,2.7,4.01,3,26.64,3,2.02,338.8,135.13,89.83,1792,Discover Salad,Dinner,Low-Carb,38.2,708.78,8.45,370.41,Baked,51.84,114.65,1.94,0,Pistol Squats,4.97,19.01,Targets upper chest,346.81,"Glutes, Hamstrings, Core",Cable Machine or Resistance Band,Intermediate,Back,Posterior,Bicep Curls
29.83,Male,77.49,1.77,166.16,130.26,62.1,1.41,1353.6,Cardio,29.48093785,2.59,3.99,2,24.73,3.99,0.01,286.34,114.74,76.29,2156,Exist Salad,Lunch,Low-Carb,34.49,1203.35,250.04,362.04,Grilled,30.28,14.05,3.08,0,Lat Pulldowns,5.02,14.94,Improves flexibility,351.75,"Full Body, Core, Shoulders",Low Bar or TRX,Beginner,Legs,Wrist Flexors,Bicep Curls
36.81,Male,70.23,1.5,195.9,130.18,66.05,0.69,455.4,Yoga,28.79850979,2.39,1.98,1,31.21,3.01,0.03,258.99,102.89,68.65,1810,Keep Sandwich,Lunch,Balanced,42.1,635.64,139.76,490.37,Fried,10.05,12.86,1.81,0.01,Glute Bridges,4.01,24.13,Improves posture and strengthens upper back,335.18,"Upper Chest, Triceps",Low Bar or TRX,Beginner,Chest,Lats,Seated cable rows
58.42,Female,74.4,1.69,174.75,162.29,52.65,1.28,1382.4,Strength,27.7442435,2.28,3.98,2,26.05,2.01,-0.03,187.8,74.68,49.63,2021,Boy Pasta,Breakfast,Vegetarian,14.95,1801.44,140.78,449.38,Fried,31.24,62.98,1.62,0,Plyo Squats,3.98,15.84,Builds unilateral leg strength and balance,331.2,"Obliques, Core",Barbell,Beginner,Shoulders,Lower Chest,Skull crushers
22.5,Male,78.95,1.71,176.6,137.74,66,1.36,978.38,Yoga,32.42744448,2.1,3.99,1.99,27,2,0.01,196.44,76.75,51.55,2034,Form Pasta,Lunch,Balanced,40.15,1477.34,5.89,184.52,Boiled,44.49,91.34,1.4,-0.01,Step-ups,3.99,23.96,Improves shoulder health and posture,333.74,Calves,Kettlebell,Intermediate,Arms,Lower Chest,Hyperextensions
23.06,Female,60.62,1.59,191.24,123.26,52.18,1.79,1396.2,Yoga,24.27503472,2.69,4.03,3,23.98,2.99,-0.01,222.9,88.87,59.62,1778,Six Sandwich,Dinner,Low-Carb,35.91,472.54,146.67,316.93,Steamed,19.29,99.44,1.39,-0.01,Decline Push-ups,4.99,23.94,Strengthens shoulders,353.26,Core,Dumbbells or Barbell,Beginner,Shoulders,Posterior,Barbell curls
20.15,Male,50.8,1.58,187.86,168.99,64.26,0.51,618.78,HIIT,26.34465357,1.6,2.03,1.03,20.35,2.98,-0.03,290.6,114.89,77.29,1502,Plant Curry,Snack,Paleo,28.72,488.81,46.17,177.7,Raw,8.58,71.86,1.78,0.01,Frog Jumps,4,24.97,Improves core stability,347.44,Full Body,Resistance Band or Cable Machine,Beginner,Back,Lats,Overhead triceps extensions
19.15,Female,86.32,1.85,194.93,155.49,62.47,1.65,1929.02,Strength,26.3457455,3.51,4.01,2.99,25.22,3,-0.01,315.37,125.83,83.19,2225,Affect Stew,Dinner,Paleo,16.73,287.93,147.5,120.6,Steamed,11.25,90.88,1.12,0,Glute Bridges,5.02,17.07,Improves hip power and cardiovascular fitness,363.12,"Lower Abs, Hip Flexors",Dumbbells,Intermediate,Forearms,Lateral,Incline cable crossovers
34.03,Male,47.23,1.61,195.77,161.16,69.09,1.02,1345.28,HIIT,19.97487251,1.71,2.99,1.99,18.22,2.02,0,233.04,93.66,62.37,1393,Without Curry,Snack,Vegan,9.83,1384.38,252.32,266.96,Grilled,57.56,4.71,2.09,0,Step-ups,5,21.85,Strengthens lower abs and hip flexors,341.35,"Core, Lower Back",Resistance Band,Intermediate,Shoulders,Anterior,Towel pull-up
